	MaxAbsEStateIndex	MaxEStateIndex	MinAbsEStateIndex	MinEStateIndex	qed	MolWt	HeavyAtomMolWt	ExactMolWt	NumValenceElectrons	NumRadicalElectrons	MaxPartialCharge	MinPartialCharge	MaxAbsPartialCharge	MinAbsPartialCharge	FpDensityMorgan1	FpDensityMorgan2	FpDensityMorgan3	BCUT2D_MWHI	BCUT2D_MWLOW	BCUT2D_CHGHI	BCUT2D_CHGLO	BCUT2D_LOGPHI	BCUT2D_LOGPLOW	BCUT2D_MRHI	BCUT2D_MRLOW	AvgIpc	BalabanJ	BertzCT	Chi0	Chi0n	Chi0v	Chi1	Chi1n	Chi1v	Chi2n	Chi2v	Chi3n	Chi3v	Chi4n	Chi4v	HallKierAlpha	Ipc	Kappa1	Kappa2	Kappa3	LabuteASA	PEOE_VSA1	PEOE_VSA10	PEOE_VSA11	PEOE_VSA12	PEOE_VSA13	PEOE_VSA14	PEOE_VSA2	PEOE_VSA3	PEOE_VSA4	PEOE_VSA5	PEOE_VSA6	PEOE_VSA7	PEOE_VSA8	PEOE_VSA9	SMR_VSA1	SMR_VSA10	SMR_VSA2	SMR_VSA3	SMR_VSA4	SMR_VSA5	SMR_VSA6	SMR_VSA7	SMR_VSA8	SMR_VSA9	SlogP_VSA1	SlogP_VSA10	SlogP_VSA11	SlogP_VSA12	SlogP_VSA2	SlogP_VSA3	SlogP_VSA4	SlogP_VSA5	SlogP_VSA6	SlogP_VSA7	SlogP_VSA8	SlogP_VSA9	TPSA	EState_VSA1	EState_VSA10	EState_VSA11	EState_VSA2	EState_VSA3	EState_VSA4	EState_VSA5	EState_VSA6	EState_VSA7	EState_VSA8	EState_VSA9	VSA_EState1	VSA_EState10	VSA_EState2	VSA_EState3	VSA_EState4	VSA_EState5	VSA_EState6	VSA_EState7	VSA_EState8	VSA_EState9	FractionCSP3	HeavyAtomCount	NHOHCount	NOCount	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAliphaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumAromaticRings	NumHAcceptors	NumHDonors	NumHeteroatoms	NumRotatableBonds	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	RingCount	MolLogP	MolMR	fr_Al_COO	fr_Al_OH	fr_Al_OH_noTert	fr_ArN	fr_Ar_COO	fr_Ar_N	fr_Ar_NH	fr_Ar_OH	fr_COO	fr_COO2	fr_C_O	fr_C_O_noCOO	fr_C_S	fr_HOCCN	fr_Imine	fr_NH0	fr_NH1	fr_NH2	fr_N_O	fr_Ndealkylation1	fr_Ndealkylation2	fr_Nhpyrrole	fr_SH	fr_aldehyde	fr_alkyl_carbamate	fr_alkyl_halide	fr_allylic_oxid	fr_amide	fr_amidine	fr_aniline	fr_aryl_methyl	fr_azide	fr_azo	fr_barbitur	fr_benzene	fr_benzodiazepine	fr_bicyclic	fr_diazo	fr_dihydropyridine	fr_epoxide	fr_ester	fr_ether	fr_furan	fr_guanido	fr_halogen	fr_hdrzine	fr_hdrzone	fr_imidazole	fr_imide	fr_isocyan	fr_isothiocyan	fr_ketone	fr_ketone_Topliss	fr_lactam	fr_lactone	fr_methoxy	fr_morpholine	fr_nitrile	fr_nitro	fr_nitro_arom	fr_nitro_arom_nonortho	fr_nitroso	fr_oxazole	fr_oxime	fr_para_hydroxylation	fr_phenol	fr_phenol_noOrthoHbond	fr_phos_acid	fr_phos_ester	fr_piperdine	fr_piperzine	fr_priamide	fr_prisulfonamd	fr_pyridine	fr_quatN	fr_sulfide	fr_sulfonamd	fr_sulfone	fr_term_acetylene	fr_tetrazole	fr_thiazole	fr_thiocyan	fr_thiophene	fr_unbrch_alkane	fr_urea
GSK343	13.701457112577764	13.701457112577764	0.1293712228500008	-0.2306232491721305	0.34497816316284136	541.7000000000003	502.3880000000004	541.316523488	210	0	0.2529061522694705	-0.35403750648583376	0.35403750648583376	0.2529061522694705	1.1	1.875	2.6	16.149964680106578	9.992974362293246	2.199190093747181	-2.32897949887894	2.307412016840567	-2.443363400633641	6.076121536336132	0.0952114774547849	3.3689698306043283	1.5094608812219081	1578.5946067242717	28.388176099202237	24.12111418025035	24.12111418025035	19.24442249606543	14.158342183149676	14.158342183149676	11.050478063761531	11.050478063761531	7.664316348933504	7.664316348933504	5.452767691566784	5.452767691566784	-3.9799999999999995	1093721851.9288893	27.58175035920321	11.635534815174452	5.650722360503436	234.76971765433973	20.100586586654494	5.817862777835028	0.0	0.0	11.466446624403513	0.0	14.270877303288827	4.9839785209472085	5.098681808301038	0.0	13.344558822616634	81.2618950220741	61.60607013133416	17.276995780926335	4.794537184071822	22.62796743926759	0.0	29.965140120197447	0.0	53.123189279675046	38.12660733717797	75.46360903459748	0.0	11.126902983393991	15.775965229908817	5.817862777835028	0.0	0.0	63.7822288518701	12.965578028838586	6.923737199690624	60.41269370515711	47.52005966960602	0.0	22.029827915475046	0.0	99.14999999999999	0.0	9.589074368143644	0.0	24.053043859464047	11.126902983393991	78.12573904935786	0.0	6.196843571613076	36.001484911833714	70.13486463457502	0.0	1.9466459126758549	0.0	38.61849206052386	8.424375314691805	5.6243818259976095	0.7102244489088552	10.25383086675173	5.306060125121303	12.14334019204796	2.1393159199476908	0.41935483870967744	40	2	9	0	1	1	1	3	4	7	2	9	8	0	1	1	5	4.310220000000004	160.0238999999996	0	0	0	0	0	4	1	0	0	0	1	1	0	0	0	5	2	0	0	1	0	1	0	0	0	0	0	1	0	1	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ML323	4.814250542426949	4.814250542426949	0.41297546919699046	0.41297546919699046	0.5186034306380963	384.48700000000014	360.2950000000002	384.206244768	146	0	0.16129243572636395	-0.3656555855512274	0.3656555855512274	0.16129243572636395	1.0344827586206897	1.8275862068965518	2.5517241379310347	15.412296127088297	9.966243430867346	2.1186176566242887	-2.1388403617366554	2.2755837840194397	-2.0587555854301414	5.62935666758796	0.8024509856384173	3.2833222248190617	1.53157256222645	1084.8233768646471	20.216967702877945	16.871377988961854	16.871377988961854	14.11419354072963	9.740232256565703	9.740232256565703	7.3348048124966505	7.3348048124966505	4.878788287814059	4.878788287814059	3.253116405066048	3.253116405066048	-3.539999999999999	6785786.508211447	18.806220040307586	8.223576018642753	4.1602620055298045	170.21188946148527	5.316788604006331	5.817862777835028	5.824404497999927	0.0	0.0	0.0	0.0	14.6497599770396	0.0	5.098681808301038	55.45906190580577	36.10128036616923	23.868502960919642	18.081073417909714	0.0	5.817862777835028	0.0	24.961826880995506	0.0	33.23387405114584	5.316788604006331	83.8118217376231	0.0	17.075242264380485	5.316788604006331	5.817862777835028	0.0	0.0	24.961826880995506	6.544756405912575	6.923737199690624	36.45573492063363	67.12146726253211	0.0	17.075242264380485	0.0	68.52000000000001	0.0	0.0	0.0	0.0	12.462662452073968	34.020008025609506	5.563451491696996	10.878646506758262	37.51652554830161	64.79214377059874	4.9839785209472085	1.7403015229206398	0.0	9.394825148119352	11.312947920328579	5.510930816951742	2.0220884792362273	16.5552750120947	5.38094330489033	7.082687795458427	0.0	0.21739130434782608	29	1	6	0	0	0	2	2	4	6	1	6	6	0	0	0	4	4.768220000000004	114.97970000000002	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Entospletinib	5.4468989695025805	5.4468989695025805	0.7141945914168136	0.7141945914168136	0.467385317940238	411.4690000000001	390.3010000000002	411.18075829200006	154	0	0.17994408852542565	-0.3777778199763259	0.3777778199763259	0.17994408852542565	1.032258064516129	1.903225806451613	2.774193548387097	16.477491649803216	10.112810675799793	2.1273657579533514	-2.284823035383665	2.271930479257893	-2.356078452911621	5.835536874113062	0.12246556696961497	3.489105127248178	1.3342895252986116	1349.658934116453	20.622745096813755	16.823596353795732	16.823596353795732	15.33163247594393	10.304326825993284	10.304326825993284	7.576195326090413	7.576195326090413	5.618059242326147	5.618059242326147	3.9648473711182173	3.9648473711182173	-3.9099999999999997	40565850.481012546	17.906789527661612	7.406585163051498	3.3638149418356944	178.05915277820662	19.35425589491865	0.0	11.465039998602755	0.0	0.0	0.0	5.098681808301038	9.967957041894417	5.098681808301038	0.0	12.13273413692322	30.33183534230805	54.00449178219329	30.621236213103632	4.736862953800049	33.74273748005094	0.0	24.566015264758285	0.0	0.0	36.5199750757078	67.25194376568358	0.0	11.257379486545457	10.216698334856808	17.192635327202154	0.0	0.0	50.869292005609275	4.736862953800049	0.0	0.0	67.25194376568358	0.0	27.80748163939424	0.0	83.37	0.0	0.0	0.0	0.0	5.817862777835028	59.79814465492879	5.687386274683562	6.196843571613076	29.057592389562632	61.79624288317575	9.720841474747257	7.436900960657169	0.0	11.706218908469296	11.655646813580653	5.804928138450312	0.7141945914168136	14.590241933026787	7.52705668140282	3.398145306329483	0.0	0.17391304347826086	31	2	8	0	1	1	2	3	5	7	2	8	4	0	1	1	6	3.852800000000002	120.8314	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	5	2	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	2	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRT062607	11.856723302217532	11.856723302217532	0.05354476862579838	-0.6126710390946501	0.49288103670524497	393.4550000000001	370.27100000000013	393.20255635600006	150	0	0.25354682294419667	-0.3654313242941116	0.3654313242941116	0.25354682294419667	1.1724137931034482	1.9655172413793103	2.7241379310344827	16.14649940911485	9.910366919892368	2.2273541088320057	-2.2892371821403463	2.2351601280843854	-2.4254391330794824	5.976773745323833	0.10002553426974255	3.2488429071273646	1.5967355097227542	989.1047090676313	20.216967702877945	15.82359635379573	15.82359635379573	14.09735678832402	9.527037195231413	9.527037195231413	7.0131376611283915	7.0131376611283915	4.946707521634737	4.946707521634737	3.425413411381248	3.425413411381248	-3.5300000000000002	6321494.565715398	18.815767992707087	8.22988449042261	4.321353018419568	167.27001400836244	22.100912162337032	11.381314269532023	0.0	5.948339280986494	5.907179729351506	0.0	4.794537184071822	4.9839785209472085	19.9778483600483	0.0	18.90801031431363	31.040744451236847	23.967911504592557	18.081073417909714	4.794537184071822	23.36076806285659	0.0	24.961826880995506	11.46733495432437	37.76696814999996	10.633577208012662	48.419450480382665	0.0	5.687386274683562	22.100912162337032	17.453588333505085	0.0	0.0	42.95268826864293	0.0	0.0	36.041275167472854	42.85599898868567	0.0	5.687386274683562	0.0	149.66	5.907179729351506	4.794537184071822	0.0	17.647133149992918	17.453588333505085	31.3706727663876	10.99334979411209	12.393687143226153	24.26546827384644	30.798897866509154	11.46733495432437	0.0	0.0	22.08299790019605	14.691870110885228	13.39055012654375	0.11853531536071249	7.577285047818645	8.805428165862281	0.0	0.0	0.3157894736842105	29	6	10	1	0	1	1	2	3	9	4	10	6	1	0	1	4	1.5816	109.04570000000002	0	0	0	0	0	5	0	0	0	0	1	1	0	0	0	5	2	2	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Ribociclib	12.853349404985364	12.853349404985364	0.005020978659562747	-0.005020978659562747	0.6380121763709558	434.5480000000002	404.30800000000016	434.25425758000006	168	0	0.2695506662236491	-0.36774019238087546	0.36774019238087546	0.2695506662236491	1.125	1.90625	2.59375	16.15316472429797	10.211179168626	2.2612911360926655	-2.2864638972307865	2.3450272516267954	-2.430690483950216	5.974792664860906	0.0815099875521096	3.4678713943236503	1.433048266808145	1095.1319192384735	22.078775022443736	18.712485728093746	18.712485728093746	15.597356788324023	11.383445422523321	11.383445422523321	8.773684614205694	8.773684614205694	6.36089514351327	6.36089514351327	4.678689877177838	4.678689877177838	-3.1999999999999997	38961340.91442813	20.688756692444976	8.738936643266053	3.997802000788842	187.39679458111277	25.00049631750497	17.158967993451217	0.0	5.948339280986494	5.907179729351506	0.0	4.794537184071822	9.967957041894417	4.9839785209472085	0.0	12.841643245852019	31.040744451236847	57.899278204230505	11.884229846296638	4.794537184071822	34.39416949808911	0.0	29.735733545489786	0.0	31.725127320852	50.491067923861486	36.286716343459446	0.0	0.0	15.533486938863138	17.453588333505085	0.0	0.0	70.60049425983965	0.0	0.0	42.21359249977229	30.59278834861098	0.0	11.033401435232523	0.0	91.21	0.0	4.794537184071822	0.0	5.907179729351506	23.501970882817943	55.7414565794184	12.841643245852019	25.192097267817935	18.329577708536295	36.13491069701052	4.9839785209472085	2.1234573904448473	0.0	30.64806731693872	7.482140406643763	2.605792617434448	1.1828677370118916	6.251694992332688	8.177035839835158	3.9587342013905378	3.570209497967942	0.4782608695652174	32	2	9	1	1	2	0	3	3	8	2	9	5	1	1	2	5	2.7964	125.65290000000003	0	0	0	0	0	4	0	0	0	0	1	1	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AGI-6780	12.92294029507167	12.92294029507167	0.01597373098816046	-4.544113522478995	0.43338038352309916	481.5210000000001	463.3770000000002	481.074168096	168	0	0.4159855244059726	-0.3077056184896502	0.4159855244059726	0.3077056184896502	1.03125	1.8125	2.46875	32.23328935903889	10.07437864179494	2.305929025180465	-2.1453734065184067	2.3338033958296713	-2.258661374704038	7.891502083294978	-0.1370998755589524	3.349537237817682	1.6066437871787895	1238.670952972804	22.932510652501765	16.44020139480598	18.073194556661434	15.115141533524865	9.559313394138004	11.985285683314462	7.272664641281841	9.76667831220227	4.728648640348563	6.930053788075803	3.0099651464090447	4.996664789685728	-2.889999999999999	16226163.241160197	22.309163456434455	8.566038312755065	5.289581859958985	186.07332497255203	10.633577208012662	0.0	0.0	10.023291153407584	0.0	12.207413029781547	0.0	17.934429032852847	24.508031020959194	0.0	12.13273413692322	65.5634226892505	17.292678595528518	16.14632124189833	26.383579311425223	38.765964093047515	0.0	4.722094864452088	0.0	29.95526606796123	10.633577208012662	64.85451358032171	0.0	11.126902983393991	15.355672072464749	29.340554876463408	0.0	11.336785877934737	20.49075232581497	16.199589670851058	0.0	18.405094737549014	64.18654556414248	0.0	11.126902983393991	0.0	87.30000000000001	27.794155674886124	26.383579311425223	0.0	22.31209685403286	5.563451491696996	30.537828874472233	35.602254151781175	6.06636706846161	16.82649260939344	15.355672072464749	0.0	66.54363841264586	1.4294762087807409	12.531492202916265	8.600974473284333	0.6184432752569835	0.0	9.536920576100322	-2.9950660185533824	0.0	-3.765879130431123	0.19047619047619047	32	3	6	1	0	1	2	1	3	4	3	11	6	1	0	1	4	5.518600000000002	117.18390000000001	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	2	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1
Picolinici-acid	10.027314814814815	10.027314814814815	0.030092592592592338	-1.240185185185185	0.5015757599713943	122.10299999999997	118.07099999999998	122.02475194791	46	0	0.08994136862874318	-0.5431187877004682	0.5431187877004682	0.08994136862874318	1.5555555555555556	2.3333333333333335	2.6666666666666665	16.36634278759019	10.356969386288865	1.8742114633127391	-1.9611464669834668	1.8805891616876966	-2.2260896573288678	5.825356669906979	-0.25504963884163323	1.9003726279897948	2.981454614041131	207.5576620543373	6.69023444431199	4.5731112531861875	4.5731112531861875	4.304530452640311	2.4287291125558164	2.4287291125558164	1.5024353791112255	1.5024353791112255	0.8740305291938242	0.8740305291938242	0.48350487969124056	0.48350487969124056	-1.3800000000000001	129.22533870330605	5.751233595800525	2.2593342006647625	1.2528322001979002	51.971749067079855	9.901064578912528	0.0	0.0	0.0	0.0	0.0	4.9839785209472085	0.0	0.0	0.0	6.06636706846161	12.13273413692322	6.196843571613076	11.66323328280031	9.901064578912528	5.969305287951849	0.0	4.9839785209472085	0.0	0.0	0.0	30.08987277184637	0.0	0.0	5.106527394840706	0.0	0.0	0.0	10.953283808899059	0.0	0.0	10.488465178920283	24.395944776997908	0.0	0.0	0.0	53.019999999999996	5.969305287951849	9.901064578912528	0.0	5.693927994848461	0.0	0.0	12.263210640074686	12.13273413692322	0.0	4.9839785209472085	0.0	0.0	0.0	13.54351851851852	10.027314814814815	-0.030092592592592338	-1.240185185185185	4.624907407407408	1.4078703703703703	0.0	0.0	0.0	9	0	3	0	0	0	0	1	1	3	0	3	1	0	0	0	1	-0.5549000000000002	28.567499999999995	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AZD5153	12.15010222756829	12.15010222756829	0.08208207271260815	-0.08208207271260815	0.5089524520646388	479.5850000000004	446.3210000000002	479.2644879160001	186	0	0.3382037874105182	-0.4922639992648922	0.4922639992648922	0.3382037874105182	1.0	1.7714285714285714	2.5142857142857142	16.486135358925075	9.892466328628466	2.2856392566265478	-2.3669362773638416	2.307518750015649	-2.5465625224888986	5.8146780075876325	-0.13897302238858877	3.3147853818769977	1.11517149361198	1157.5817624642286	24.363232072819912	20.630896442900685	20.630896442900685	17.02920844090216	12.264342687211485	12.264342687211485	9.298787149192576	9.298787149192576	7.224350187343341	7.224350187343341	4.977220844273774	4.977220844273774	-3.4000000000000004	143222488.8787036	23.346938517863904	10.069442942130882	4.8823335726100945	204.96814966458402	19.273545369301054	18.17425657563185	5.647177220767728	5.907179729351506	0.0	6.010464839586836	9.694446914922299	0.0	4.5153978936156225	10.197363616602075	17.231415945224256	55.51220625724747	39.77145401224006	13.151638370425495	14.268263091671919	17.37221972795426	0.0	29.61126278021969	0.0	31.725127320851996	58.38804324888099	41.96165390246666	0.0	11.759976672870742	14.373635638450576	5.817862777835028	11.759976672870742	0.0	95.04841685674967	4.794537184071822	0.0	31.246737983401033	36.39820241076966	0.0	5.647177220767728	0.0	88.33000000000001	0.0	4.794537184071822	0.0	11.949020558499466	24.182430071028875	57.13279988653383	5.563451491696996	16.525105165743632	26.104143319291033	49.361333160450506	9.473725907600098	12.862090222256173	0.0	18.44383469950868	12.722435597244482	2.0217633682448777	2.48701503557343	12.724438297833217	2.128090866487886	6.839399141504845	3.4375994380130708	0.52	35	0	10	0	2	2	1	2	3	9	0	10	7	0	2	2	5	2.0581999999999994	132.131	0	0	0	0	0	4	0	0	0	0	1	1	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AZD5991	12.7217444475151	12.7217444475151	0.27123145120436054	-0.9626985747648067	0.18867087799637652	672.2760000000003	638.0040000000004	671.1791596280002	236	0	0.3523248017218414	-0.4928926170729612	0.4928926170729612	0.3523248017218414	0.9565217391304348	1.7826086956521738	2.608695652173913	35.495693622297196	9.98076662698098	2.2700705350401784	-2.124120877445715	2.4262659084614824	-2.085373434622929	7.982195264371954	0.06853391019963431	3.6294026518777285	1.3598397966485858	2147.8770027299984	32.11179073833384	26.133032317690343	28.52195442556425	22.20641769360464	15.147241822983945	17.66550539402591	11.66724772426443	14.108801200639173	8.796761391944095	11.098322472860053	6.536231080916311	8.616299194203012	-3.859999999999999	31197042138.365654	30.775912185912535	12.391078594929478	5.458343265605982	280.2269330868831	14.41048999643211	11.443439828132366	0.0	0.0	0.0	5.969305287951849	9.36360587029037	4.794537184071822	10.197363616602075	23.52376989878223	41.932775232540564	54.980524425550875	76.58426764581021	28.534071985567426	14.637927532712576	62.76938843797724	0.0	24.128069134683802	21.143015948031568	41.91942474130079	6.606881964512918	93.65302839583514	0.0	16.876414816677897	4.736862953800049	0.0	5.749511833283905	35.124709789014744	41.81078378198927	44.82239839119794	6.923737199690624	45.24845027293713	59.49278709167226	5.022633313741326	32.80227634440464	0.0	87.10000000000001	5.969305287951849	9.901064578912528	0.0	5.693927994848461	30.224012130853055	83.29214233779074	0.0	28.090869546573586	61.695827291859	30.33183534230805	26.535166460634642	12.069622461555252	10.50101401699409	13.84803405194847	23.757300263587172	7.6950081935857755	2.043593014398251	18.60149791974207	1.1928649929515729	2.4820021197580213	5.753507409923771	0.2857142857142857	46	1	8	0	1	1	3	3	6	9	1	11	1	0	0	0	7	8.176220000000006	187.3592999999996	0	0	0	0	1	5	0	0	1	1	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	8	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GSK2110183B	13.346468241172357	13.346468241172357	0.0	-0.3297069126004313	0.5717820563378727	463.7930000000002	445.6490000000001	462.02509345600004	150	0	0.26119679899612597	-0.34700088872870416	0.34700088872870416	0.26119679899612597	1.3928571428571428	2.142857142857143	2.75	35.497022197050725	10.057730015180926	2.2067952114013565	-2.1610639483118246	2.381574263267634	-2.410090073985976	7.181913523039861	0.0941929065151048	3.1592015537538454	2.8033298906349123e-06	956.1489713584406	19.551677284948283	14.78608119730929	17.930932251201654	12.88424915075929	8.112704433616766	9.685129960562946	6.002883182957074	8.064353642141972	4.050644482532546	5.684582811237517	2.75414027964221	4.202344331856467	-1.6399999999999992	1334017.0848943137	22.64705413631545	9.713900208209399	5.0393315282266276	181.59433492088397	11.050456081168516	10.153549856791525	0.0	0.0	5.907179729351506	0.0	9.476340119217006	4.39041504767482	5.098681808301038	23.74381903911471	35.33461391738825	30.183374320007832	25.197720709434723	21.790552073904163	9.184952231746642	52.85287854893125	0.0	15.097273347452553	12.781339459839375	12.462662452073971	6.544756405912575	62.14546076985227	0.0	11.257379486545457	11.050456081168516	4.39041504767482	0.0	46.945698819579746	28.274261707858265	13.4684936056032	5.817220841045895	15.235135869470117	36.52867891392113	9.358962329486957	11.257379486545457	0.0	72.94	0.0	9.184952231746642	0.0	36.71803096663791	31.914310632659724	16.900237369631732	18.329577708536295	29.928576123207204	0.0	10.415470412307368	28.935547257627213	15.392759505918985	13.631749939496324	13.066895523641554	7.41611780610563	7.828405909110576	-0.6151591752095407	7.577077596817418	1.9519803271300733	0.22398468337952449	1.7484101058316774	0.2222222222222222	28	3	5	0	0	0	1	2	3	5	2	10	6	0	0	0	3	4.316100000000003	114.2016	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Ibrutinib	12.171746863948993	12.171746863948993	0.005660023580367879	-0.06987986321071604	0.4667032430058404	440.5070000000002	416.3150000000002	440.196074008	166	0	0.24552693449849894	-0.45738382978299874	0.45738382978299874	0.24552693449849894	1.0909090909090908	1.8484848484848484	2.606060606060606	16.48055380868807	10.058250060298876	2.2752268652321965	-2.318171131449872	2.3441769141144233	-2.3968255512066805	5.9793502751304395	-0.12714647741839055	3.2570654708796614	1.5007676073343363	1299.9886996136904	22.785881803630282	18.093651963825394	18.093651963825394	16.135361590784804	10.871604573870943	10.871604573870943	7.974613838059625	7.974613838059625	5.853475237486837	5.853475237486837	4.241172497550335	4.241172497550335	-4.199999999999999	59394803.66601083	20.688756692444976	8.738936643266053	4.025546244811654	190.87267990844018	15.370440161812713	29.338134514015838	5.647177220767728	5.907179729351506	0.0	0.0	4.794537184071822	14.6497599770396	5.098681808301038	0.0	24.778036888983326	55.315865763455555	18.652964303522147	11.428065043612756	9.53140013787187	22.758443942419056	0.0	24.648351516191116	0.0	18.88348407499998	18.823180288987334	73.57957948135142	0.0	22.756403153113265	10.470530430962235	5.817862777835028	11.49902366656781	0.0	43.64504405736778	4.794537184071822	0.0	18.88348407499998	73.57957948135142	0.0	22.29078092177798	0.0	99.16	0.0	4.794537184071822	0.0	11.949020558499466	35.63470501974116	29.904118404116822	12.403340181598423	4.899909730850478	59.27910655129967	16.546892725492913	15.569212239263273	7.793632778010275	0.0	22.652446521864317	5.616525798335863	8.52059370897009	1.803279091253808	17.32136193476644	4.581419830522775	4.877407002943098	0.0	0.2	33	2	8	0	1	1	2	2	4	7	1	8	5	0	1	1	5	4.2173000000000025	126.73539999999998	0	0	0	1	0	4	0	0	0	0	1	1	0	0	0	5	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zoledronate	10.944576247165532	10.944576247165532	0.9565277777777776	-5.406512345679013	0.4319639935251941	272.09	262.00999999999993	271.99632391999995	92	0	0.3708832884531693	-0.3661592354743625	0.3708832884531693	0.3661592354743625	1.1875	1.6875	2.0	31.244091374531564	10.631648131620043	2.5916152352448907	-2.286844358847476	2.674517512984978	-2.3316440208386107	7.715223514122988	0.11489924057216062	2.517472310042988	3.176122132881034	423.35205919507047	12.612884175122364	7.780576529182775	9.569430911182605	7.0782982619848624	3.8718788138521387	7.096602748192274	3.0974170079477865	7.105989052793717	1.8869100767212241	5.598988066819799	0.9791318992086452	3.0317535262366424	-0.5300000000000001	2336.2143037198925	13.53464124111183	4.047117678804553	2.411794114297736	89.69711683052209	29.247273453641963	0.0	0.0	0.0	5.083227620067512	15.19152465357577	9.130096569862658	4.9839785209472085	0.0	0.0	0.0	0.0	12.393687143226153	12.872076480677116	33.810270375713266	15.19152465357577	0.0	9.551078168738563	0.0	11.627984025980087	0.0	18.721007217990696	0.0	0.0	0.0	0.0	0.0	15.19152465357577	39.314479594656675	15.674852975775234	0.0	0.0	18.721007217990696	0.0	0.0	0.0	153.10999999999999	26.819508679555856	14.236623964703364	0.0	0.0	0.0	10.894419722555895	12.393687143226153	0.0	0.0	4.9839785209472085	19.5736464110099	22.845680272108844	0.0	38.74142888636936	6.0375154320987665	0.0	0.0	0.0	3.506301335348954	-0.9567901234567904	-10.813024691358024	0.4	16	5	9	0	0	0	0	1	1	5	5	11	4	0	0	0	1	-1.1154000000000002	51.26500000000002	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
