	MaxAbsEStateIndex	MaxEStateIndex	MinAbsEStateIndex	MinEStateIndex	qed	MolWt	HeavyAtomMolWt	ExactMolWt	NumValenceElectrons	NumRadicalElectrons	MaxPartialCharge	MinPartialCharge	MaxAbsPartialCharge	MinAbsPartialCharge	FpDensityMorgan1	FpDensityMorgan2	FpDensityMorgan3	BCUT2D_MWHI	BCUT2D_MWLOW	BCUT2D_CHGHI	BCUT2D_CHGLO	BCUT2D_LOGPHI	BCUT2D_LOGPLOW	BCUT2D_MRHI	BCUT2D_MRLOW	AvgIpc	BalabanJ	BertzCT	Chi0	Chi0n	Chi0v	Chi1	Chi1n	Chi1v	Chi2n	Chi2v	Chi3n	Chi3v	Chi4n	Chi4v	HallKierAlpha	Ipc	Kappa1	Kappa2	Kappa3	LabuteASA	PEOE_VSA1	PEOE_VSA10	PEOE_VSA11	PEOE_VSA12	PEOE_VSA13	PEOE_VSA14	PEOE_VSA2	PEOE_VSA3	PEOE_VSA4	PEOE_VSA5	PEOE_VSA6	PEOE_VSA7	PEOE_VSA8	PEOE_VSA9	SMR_VSA1	SMR_VSA10	SMR_VSA2	SMR_VSA3	SMR_VSA4	SMR_VSA5	SMR_VSA6	SMR_VSA7	SMR_VSA8	SMR_VSA9	SlogP_VSA1	SlogP_VSA10	SlogP_VSA11	SlogP_VSA12	SlogP_VSA2	SlogP_VSA3	SlogP_VSA4	SlogP_VSA5	SlogP_VSA6	SlogP_VSA7	SlogP_VSA8	SlogP_VSA9	TPSA	EState_VSA1	EState_VSA10	EState_VSA11	EState_VSA2	EState_VSA3	EState_VSA4	EState_VSA5	EState_VSA6	EState_VSA7	EState_VSA8	EState_VSA9	VSA_EState1	VSA_EState10	VSA_EState2	VSA_EState3	VSA_EState4	VSA_EState5	VSA_EState6	VSA_EState7	VSA_EState8	VSA_EState9	FractionCSP3	HeavyAtomCount	NHOHCount	NOCount	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAliphaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumAromaticRings	NumHAcceptors	NumHDonors	NumHeteroatoms	NumRotatableBonds	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	RingCount	MolLogP	MolMR	fr_Al_COO	fr_Al_OH	fr_Al_OH_noTert	fr_ArN	fr_Ar_COO	fr_Ar_N	fr_Ar_NH	fr_Ar_OH	fr_COO	fr_COO2	fr_C_O	fr_C_O_noCOO	fr_C_S	fr_HOCCN	fr_Imine	fr_NH0	fr_NH1	fr_NH2	fr_N_O	fr_Ndealkylation1	fr_Ndealkylation2	fr_Nhpyrrole	fr_SH	fr_aldehyde	fr_alkyl_carbamate	fr_alkyl_halide	fr_allylic_oxid	fr_amide	fr_amidine	fr_aniline	fr_aryl_methyl	fr_azide	fr_azo	fr_barbitur	fr_benzene	fr_benzodiazepine	fr_bicyclic	fr_diazo	fr_dihydropyridine	fr_epoxide	fr_ester	fr_ether	fr_furan	fr_guanido	fr_halogen	fr_hdrzine	fr_hdrzone	fr_imidazole	fr_imide	fr_isocyan	fr_isothiocyan	fr_ketone	fr_ketone_Topliss	fr_lactam	fr_lactone	fr_methoxy	fr_morpholine	fr_nitrile	fr_nitro	fr_nitro_arom	fr_nitro_arom_nonortho	fr_nitroso	fr_oxazole	fr_oxime	fr_para_hydroxylation	fr_phenol	fr_phenol_noOrthoHbond	fr_phos_acid	fr_phos_ester	fr_piperdine	fr_piperzine	fr_priamide	fr_prisulfonamd	fr_pyridine	fr_quatN	fr_sulfide	fr_sulfonamd	fr_sulfone	fr_term_acetylene	fr_tetrazole	fr_thiazole	fr_thiocyan	fr_thiophene	fr_unbrch_alkane	fr_urea
LGK974	12.438146419878022	12.438146419878022	0.1495756172839504	-0.1495756172839504	0.5515401466154501	396.45400000000006	376.29400000000015	396.16985926000007	148	0	0.22950525954374312	-0.3104161774425812	0.3104161774425812	0.22950525954374312	0.8666666666666667	1.7666666666666666	2.466666666666667	16.14910531567751	10.042247018927034	2.0970406346340766	-2.089875251255227	2.2197185860262802	-2.1519579456010822	5.9112944160028755	-0.11514772958842998	2.747894546398699	1.4205756538171512	1175.9478708558142	20.924074484064484	16.702276010236087	16.702276010236087	14.580520035918415	9.491602801849494	9.491602801849494	6.942689331822483	6.942689331822483	4.559579058871398	4.559579058871398	3.164655340698866	3.164655340698866	-3.9999999999999996	8020246.837839325	19.322235434007133	8.566329565734682	4.519757920968316	173.87207838365978	5.316788604006331	5.817862777835028	0.0	5.907179729351506	0.0	0.0	24.730451267860655	4.9839785209472085	0.0	0.0	6.06636706846161	49.239845656621675	47.80504883630783	24.00552118423601	4.794537184071822	11.725042507186533	0.0	24.91989260473604	0.0	20.268296022307258	5.316788604006331	84.33372775022895	0.0	22.514758973090913	5.316788604006331	5.817862777835028	0.0	0.0	30.827072334087546	11.21535880699783	13.847474399381248	16.82083097824245	67.51289677198649	0.0	22.514758973090913	0.0	93.55000000000001	0.0	4.794537184071822	0.0	12.328001352277514	5.817862777835028	39.33558995133336	0.0	43.24742849814007	38.112942673227685	30.23668120874237	0.0	0.0	0.0	33.79646736763333	2.8201854213907787	6.272341000215149	0.3376487756871962	9.523345896477661	10.30793103118258	3.942080507413304	0.0	0.13043478260869565	30	1	7	0	0	0	0	4	4	6	1	7	5	0	0	0	4	3.793640000000001	114.53869999999999	0	0	0	0	0	5	0	0	0	0	1	1	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
VE-822	12.367048199978012	12.367048199978012	0.21279982883879	-3.346246858843021	0.42215146310146123	463.5630000000002	438.3630000000002	463.1678106600001	170	0	0.18916203407958918	-0.3817845265647648	0.3817845265647648	0.18916203407958918	1.0	1.6363636363636365	2.272727272727273	32.22799915833494	10.086096436384327	2.1951907690558956	-2.088500844063778	2.2989946152323815	-2.132463251367603	7.915965661248662	0.4335226347382571	3.3002809160157414	1.6330049067572308	1362.2424204965753	23.587211190881018	18.60994395981739	19.426440540745112	15.790062129164058	10.471726418811734	12.018045896733295	7.910887807011502	10.415119906061147	5.274161064303942	7.444597177426035	3.3267100017412967	4.386480881666962	-3.5599999999999996	32886692.076408315	22.627433577459144	9.12619065120786	4.6426496583592884	192.34717708476512	15.573551018141863	5.693927994848461	27.109291327975434	0.0	0.0	0.0	0.0	18.385754026223353	0.0	0.0	41.55486566789511	38.59133201067865	23.73802645776818	22.03619307196149	12.940891921302285	15.65511591425253	0.0	20.441408903026193	0.0	30.537652310793774	12.781339459839375	66.35759867946456	0.0	33.96893438681382	11.050456081168516	5.817862777835028	0.0	0.0	35.84002729600816	16.382009542330078	0.0	19.410925891078243	70.2127256002587	0.0	33.96893438681382	0.0	124.0	15.087191166399677	8.417796984328938	0.0	10.713346253352803	28.405482895116823	12.10820789760957	5.563451491696996	50.376153313302375	31.31314025652363	20.441408903026193	10.256762414135533	30.25464537602538	0.0	9.122829434455962	6.778332166239753	10.43849965870002	0.611093438204279	16.346928378463616	1.5442024201933042	4.097638695072063	-1.4441695673543666	0.20833333333333334	33	3	8	0	0	0	2	2	4	8	2	9	7	0	0	0	4	3.949300000000002	127.89890000000001	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
WZ4003	11.68269309419605	11.68269309419605	0.08213566609202316	-0.08213566609202316	0.4602952249754696	496.9990000000003	467.76700000000034	496.1989664680001	184	0	0.24253737098767492	-0.4944980396079449	0.4944980396079449	0.24253737098767492	1.1428571428571428	1.9428571428571428	2.6857142857142855	35.495692469965086	10.183633843244673	2.1670245475005308	-2.338830988424445	2.3357556627413514	-2.440058852858963	6.312843457585622	-0.11542278332248124	2.8667737094759986	1.4997017621679198	1183.6137865047692	24.785881803630282	20.045899785850395	20.80182873186885	16.94422334107469	11.437214231343727	11.815178704352954	8.178233390084682	8.585433516825285	5.66537426704937	5.92463137479812	3.6466071979280694	3.776235751802445	-3.56	78861229.40895724	24.56097188667258	11.243770965434525	6.315068175634389	209.57480586312033	29.907122577313714	16.521656980309135	0.0	17.73550734677337	0.0	0.0	4.794537184071822	4.9839785209472085	4.9839785209472085	0.0	24.591044158384747	31.31314025652363	56.107353932866644	18.99402738757417	14.268263091671919	40.5186177246212	0.0	14.867866772744895	0.0	13.344558822616634	55.869982086468156	53.68404636458567	0.0	17.37901200300318	25.007212846463236	23.01049810503718	17.37901200300318	11.600939890232516	61.11154164970142	4.794537184071822	0.0	13.344558822616634	48.661413050844345	5.022633313741326	0.0	0.0	91.85	0.0	4.794537184071822	0.0	16.809801379528203	29.555570845163874	37.55379817301743	6.196843571613076	38.299003014814595	12.13273413692322	43.51539276274683	21.074665797832616	11.517708683027543	6.290109539378662	25.049794399511573	6.252315838491093	2.4607145141054483	1.5873293187095008	13.0443649978784	1.858808282829982	5.78025789056852	3.769707646610389	0.32	35	2	9	0	1	1	2	1	3	8	2	10	8	0	1	1	4	4.7748000000000035	138.4653999999999	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	4	2	0	0	1	0	0	0	0	0	0	0	1	0	4	0	0	0	0	2	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CZC24832	14.17272067165939	14.17272067165939	0.007051350250078414	-3.75801360281767	0.7291184268185632	364.4060000000001	347.27000000000004	364.1117730040001	132	0	0.2420968992161634	-0.3664746005061893	0.3664746005061893	0.2420968992161634	1.2	1.92	2.6	32.23327272199907	10.11854184133541	2.225612093945635	-2.199380322215489	2.238450526019496	-2.400196767718361	7.891565705839043	0.49109637493577474	2.858497091895168	2.078198348111983	1055.5590968734205	18.405412915006313	13.855665341538407	14.672161922466133	11.549461939726969	7.3589887973017145	8.842152044896109	6.579712273361269	8.262114514770785	3.2022021620173255	4.9271661623877225	2.3063115258212075	3.7120954168704086	-2.5900000000000003	302777.72896772	17.240094112912335	5.742351950210029	3.5886229270606806	143.5098878655661	5.733667477162185	4.895483475517775	11.464398061813622	15.97163043439408	0.0	0.0	4.9839785209472085	22.04570479007147	4.9839785209472085	5.098681808301038	0.0	32.903945735995094	35.25635895061656	0.0	12.808212032003757	21.618807655161806	0.0	24.304131608263166	0.0	31.20562032697299	5.733667477162185	36.540485692808346	0.0	11.126902983393991	10.455762341614273	10.338754328661313	0.0	0.0	33.538758980523355	10.023291153407584	5.817220841045895	20.771211599071872	35.61874832728022	0.0	16.77408020416172	0.0	115.27	21.379437246836822	12.808212032003757	0.0	16.490999977271997	11.126902983393991	0.0	35.23866274537807	20.771211599071872	0.0	19.78873371464754	5.733667477162185	42.813966798017795	0.0	7.72309691170622	3.872125800561271	5.651855152853928	-0.6780949858389431	2.648827593537415	4.183817095511044	5.209085903135604	-3.75801360281767	0.26666666666666666	25	3	8	0	0	0	0	3	3	7	2	10	3	0	0	0	3	1.5894	90.66290000000004	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
AZD5582	14.330119652057885	14.330119652057885	0.026109405075501746	-0.679414668391251	0.11915065365039679	1015.3099999999994	936.6859999999994	1014.5942614559999	398	0	0.24561766988293407	-0.36266715083567164	0.36266715083567164	0.24561766988293407	0.5540540540540541	0.9459459459459459	1.337837837837838	16.49050785703374	9.82733692987443	2.4510103689771254	-2.3516845227361056	2.367083078591871	-2.5795771803031773	5.947234494501218	-0.14323431705226583	4.262231308670941	0.8579256182362864	2282.453260615941	52.14067770801285	43.849554522234264	43.849554522234264	35.96396784887827	27.483952748903402	27.483952748903402	21.249600622047094	21.249600622047094	16.639774395500925	16.639774395500925	12.204900855309983	12.204900855309983	-5.78	3.5622075154883028e+16	54.48062399890393	26.12547930048303	12.996222516472987	437.2543619516794	51.17427699333905	37.38112724561768	0.0	35.443078376109035	0.0	0.0	28.76722310443093	0.0	0.0	0.0	98.89673492296025	125.23987804496575	25.93115605767717	36.37529609208845	38.24094901203103	35.443078376109035	0.0	41.700551085738944	11.835812092322787	177.12327977487774	40.398620706205364	70.78474251448087	0.0	23.681737275422577	31.900731624037984	0.0	0.0	0.0	134.10049629439973	51.08259225788304	35.51754936774536	138.07646474542932	48.53093654769288	0.0	0.0	0.0	199.54000000000002	48.33472663318368	28.76722310443093	0.0	72.70058717295426	51.61444254938122	86.4620221960481	0.0	37.742637826436585	48.53093654769288	55.58246889946058	9.473725907600098	12.673807549639456	0.0	86.64805226594586	18.581119676731383	4.099116401019533	10.559271771085259	11.45665633752786	12.590350831660396	4.6180652479997555	3.4402265850571614	0.6206896551724138	74	6	16	4	2	6	2	0	2	10	6	16	18	2	2	4	8	3.918800000000009	280.61619999999954	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	2	6	0	0	2	2	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSK2606414	12.992560266338508	12.992560266338508	0.0949338678563969	-4.438742941549531	0.5019859365318953	451.45200000000017	431.29200000000014	451.1619949199999	168	0	0.4159196955753653	-0.38301370201001383	0.4159196955753653	0.38301370201001383	1.1515151515151516	1.9696969696969697	2.757575757575758	19.41318606587793	10.015589908341672	2.3093790960120835	-2.1797416671009273	2.369061985375852	-2.299431284515484	6.016004367246205	-0.13730443875261497	3.3487953871958727	1.4261998339670665	1392.87143006931	23.327698166887174	17.725819126947286	17.725819126947286	15.719365256252168	10.3745543919819	10.3745543919819	8.124977403941383	8.124977403941383	5.979517838885102	5.979517838885102	4.409494239350267	4.409494239350267	-3.879999999999999	37098681.9879549	20.99139723214077	7.613526657003232	3.688503717074734	187.02735814175188	15.200676855804018	17.7923600733673	0.0	5.907179729351506	0.0	6.176298517443475	4.794537184071822	9.967957041894417	13.171245143024459	0.0	24.26546827384644	41.310277303401826	31.0401097265834	17.3704973290878	17.96578232709628	28.445830217102618	0.0	14.53505668968577	7.04767198267719	19.017941763295493	17.17833361392524	71.67908760069989	0.0	11.126902983393991	10.633577208012664	24.67649419554305	0.0	0.0	26.98699282494985	30.860150930044504	0.0	16.690354475090988	54.98873312560889	0.0	22.160304418626513	0.0	77.04	11.73975000914047	17.96578232709628	0.0	12.328001352277514	24.34689229837061	45.54387632193029	12.393687143226153	10.966276799312087	36.01071640746645	9.967957041894417	5.733667477162185	40.86739128843294	0.0	22.974241976833934	0.7735424956739754	10.042606279375223	0.16446279100586625	10.7189536092266	-0.49674570515762184	0.483500921201814	1.8887130100739409	0.20833333333333334	33	2	6	0	1	1	2	2	4	5	1	9	3	0	0	0	5	4.368100000000003	119.56240000000003	0	0	0	1	0	3	0	0	0	0	1	1	0	0	0	4	0	1	0	0	0	0	0	0	0	3	0	1	0	2	1	0	0	0	2	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PFI3	12.22036041503123	12.22036041503123	0.02446273439460822	-0.16902256260120585	0.6923067123802586	321.38000000000005	302.22800000000007	321.147726848	122	0	0.19049280614218717	-0.5071852950234069	0.5071852950234069	0.19049280614218717	1.125	1.9583333333333333	2.6666666666666665	16.256347678603344	10.106471556192654	2.4195940822144566	-2.337765850986189	2.332720853298973	-2.4404983436702357	6.058504851963585	0.10376908673162075	3.21004590659197	1.4221308393600567	775.1911848826963	16.518297090128677	13.24662624629885	13.24662624629885	11.720346690612278	8.161222663072227	8.161222663072227	6.277578801441429	6.277578801441429	4.813398582152913	4.813398582152913	3.6197662594749946	3.6197662594749946	-2.8199999999999994	677679.2114324439	14.752162462260914	5.998279482663834	2.6209534751378483	140.4018400750842	14.906346856541662	11.567374611118932	5.783244946364939	0.0	0.0	0.0	4.794537184071822	4.9839785209472085	0.0	0.0	18.19910120538483	30.686289896772447	43.646013038388475	5.563451491696996	9.901064578912528	11.601107724199966	0.0	9.883888251797686	0.0	18.504503281221933	17.989422542675626	66.50083953919567	0.0	5.749511833283905	4.899909730850478	5.817862777835028	5.749511833283905	0.0	45.9468550631244	0.0	0.0	16.778810298694825	60.93738804749867	0.0	0.0	0.0	56.67	0.0	9.901064578912528	0.0	11.532756779648844	17.647133149992918	25.32819721258619	6.06636706846161	24.27512131221871	30.595899666818354	14.783797982648164	0.0	0.0	0.0	21.227248091738186	9.75695902792622	0.340943022525815	0.8822122559969441	13.464915699839457	6.33904111021223	1.8220141250944821	0.0	0.2631578947368421	24	1	5	0	2	2	1	1	2	5	1	5	4	0	2	2	4	2.446700000000001	92.05930000000004	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PCI-34051	11.53488143972368	11.53488143972368	0.4210008479976015	-0.5147245604190045	0.5745952605824374	296.32599999999996	280.198	296.11609237199997	112	0	0.2742120963707383	-0.4967681999969963	0.4967681999969963	0.2742120963707383	1.1818181818181819	1.9545454545454546	2.6363636363636362	16.46879515995484	10.133775751340862	2.078228035523764	-2.0763043797203555	2.1987246493456563	-2.179622347739828	5.969413360648761	0.07062347418554907	2.9675737320849334	1.9356585009058722	806.3870439821332	15.526733258565956	12.114182975820825	12.114182975820825	10.707039898056804	6.873099767471608	6.873099767471608	5.006236416290035	5.006236416290035	3.649611306536997	3.649611306536997	2.4552254934427737	2.4552254934427737	-2.7899999999999996	167620.4346830854	14.16008692625173	5.909765330209225	2.6628191463271236	127.25732187292834	9.303962601591405	5.749511833283905	0.0	0.0	5.907179729351506	0.0	10.001790208849112	5.480096598121202	0.0	0.0	18.19910120538483	41.281511048469845	23.821752186838907	7.109797541277533	14.738653162649161	16.81010466143256	0.0	10.047196245912556	0.0	6.544756405912575	7.109797541277533	65.85468310269995	0.0	5.749511833283905	10.216959551921251	0.0	5.749511833283905	0.0	22.791329943197685	6.544756405912575	0.0	15.921440167465814	54.727780119305955	0.0	10.902924932081056	0.0	63.489999999999995	5.907179729351506	4.794537184071822	0.0	0.0	12.10820789760957	22.215888257061955	0.0	24.722628276321956	42.595045982382736	4.567099647791355	9.94411597857734	7.214960105456553	0.0	11.53488143972368	9.791029932827406	4.15502083669184	0.3075136751976585	15.18169766881347	1.9816758786848072	0.6921544312169312	1.6410660313876542	0.11764705882352941	22	2	5	0	0	0	2	1	3	4	2	5	4	0	0	0	3	2.8171999999999997	83.28670000000004	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wnt-C59	12.406969801082354	12.406969801082354	0.035524691358024496	-0.035524691358024496	0.5118287971929543	379.4630000000001	358.29500000000013	379.168462292	142	0	0.22829369643975675	-0.32580792449836804	0.32580792449836804	0.22829369643975675	0.8275862068965517	1.5517241379310345	2.2413793103448274	16.148914465714533	10.027692454911117	2.0593433708767814	-2.0788840432670908	2.2162371555458735	-2.1374883341317035	5.921778136622033	-0.11512034177701101	2.7528781996543286	1.380938328463303	1104.8907314271387	20.053830996061407	16.17003630049472	16.17003630049472	14.169836433395455	9.495544476475846	9.495544476475846	6.926825180104017	6.926825180104017	4.712131811800501	4.712131811800501	3.2102758799151356	3.2102758799151356	-3.7899999999999987	5648641.789383516	18.567620550082616	8.48303747872822	4.737088121941223	169.84819232642369	5.316788604006331	0.0	0.0	5.907179729351506	0.0	0.0	14.76249422596624	0.0	0.0	0.0	42.46456947923127	65.07283000048365	29.971844984371252	6.4208216229260096	4.794537184071822	11.594566004035068	0.0	9.967957041894417	0.0	13.344558822616634	5.316788604006331	102.64431502292402	0.0	22.253805966787983	5.316788604006331	5.687386274683562	0.0	0.0	15.875136771245923	11.21535880699783	6.923737199690624	11.257379486545457	91.38693553637856	0.0	22.253805966787983	0.0	54.88	0.0	4.794537184071822	0.0	5.907179729351506	6.4208216229260096	39.198571728017	0.0	6.196843571613076	86.04746209599449	21.35111271436236	0.0	0.0	0.0	20.771219734154226	2.9600191326530614	7.108129123280561	-0.035524691358024496	23.83074251221811	5.721086712901679	1.977660809483726	0.0	0.08	29	1	4	0	0	0	2	2	4	3	1	4	5	0	0	0	4	5.300220000000004	116.4167	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
I-BET-762	12.42603396406517	12.42603396406517	0.08569827622406945	-0.48442318594104306	0.6786134146458529	423.90400000000017	401.7280000000001	423.146202624	154	0	0.22212121645897015	-0.49674176885577	0.49674176885577	0.22212121645897015	1.2	1.9666666666666666	2.6666666666666665	35.49569187718777	9.996353947572738	2.294061353147673	-2.136879980535025	2.3392277757498046	-2.2463727552571515	6.303910126180884	-0.12089444355131002	3.0623577803921025	1.9557445667314508	1121.056618104041	21.25034789769755	17.01633115182689	17.772260097845344	14.511570350697117	9.725856557869651	10.103821030878878	6.981929810164519	7.418365590636504	5.002957228383927	5.254933543723412	3.62177561716467	3.7477637748344126	-3.189999999999999	7633122.758525261	20.097816238840622	8.277420660932298	3.6815276611729106	179.3096969570765	10.05365155780638	17.61575716043179	5.824404497999927	5.907179729351506	0.0	0.0	14.354041564498846	0.0	0.0	10.197363616602075	23.733674027155736	44.179309741689295	22.694292703047893	24.929690441657804	9.53140013787187	23.219804622354722	0.0	20.08125186839976	4.992404732635669	26.31013685145522	13.65455394719011	70.26291477236644	0.0	11.436898107967467	10.05365155780638	0.0	5.749511833283905	11.600939890232516	40.03788194370575	4.794537184071822	6.923737199690624	42.16211163115844	47.45697421186694	5.022633313741326	5.687386274683562	0.0	81.4	6.041840829147961	4.794537184071822	0.0	12.328001352277514	23.141306050937732	28.35037875884818	0.0	7.109797541277533	60.879143526403865	15.514152220608405	21.330207576668236	7.430086820485599	6.104154118459442	17.428989368449145	12.119089376248919	3.407921312043337	1.9873324614042815	12.823357461297277	0.17478826355645127	4.338889856804199	1.6298354056957953	0.2727272727272727	30	1	7	0	1	1	2	1	3	6	1	8	5	0	0	0	4	3.6560200000000025	115.78070000000001	0	0	0	0	0	3	0	0	0	0	1	1	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RVX-208	12.661506920108112	12.661506920108112	0.05173909774673646	-0.28665164819881594	0.69271651771823	370.4050000000001	348.2290000000001	370.152871804	142	0	0.2623190728005094	-0.49654163932558765	0.49654163932558765	0.2623190728005094	1.0740740740740742	1.7777777777777777	2.3703703703703702	16.48865744678978	10.047089256959461	2.144859030021235	-2.1365205452600184	2.310806302400693	-2.1120110122749156	5.868220015543899	0.1996762761303841	2.655259758954692	2.1627504049996054	1019.4520096743271	19.551677284948283	15.751034991986968	15.751034991986968	12.977095508086467	8.494510734725566	8.494510734725566	6.149552870286847	6.149552870286847	4.2731898736885015	4.2731898736885015	3.0889429782556936	3.0889429782556936	-3.06	1134167.6534399071	18.722809983777285	7.671353698053889	3.589044923157551	156.0955020463293	24.30109477718806	35.06604617682935	0.0	0.0	5.559266895052007	0.0	4.794537184071822	4.9839785209472085	0.0	0.0	0.0	37.10711151969846	17.696185628620217	26.343177764684246	19.31711625624085	10.902924932081056	0.0	9.967957041894417	0.0	13.847474399381248	27.4333590115809	45.74617533636426	0.0	28.636391489548636	19.769855756452152	0.0	17.248535499851716	0.0	42.50784344831603	0.0	13.847474399381248	11.126902983393991	29.060005457918262	0.0	22.29078092177798	0.0	93.66999999999999	0.0	4.794537184071822	0.0	18.773030824077843	28.226353096648793	22.439866308374892	7.109797541277533	19.242531678200756	25.980208536304467	9.967957041894417	19.31711625624085	16.17014407896394	0.0	20.090262746512746	9.336880390633095	2.752085183068229	2.1345036659101417	7.136893296126077	0.0	3.9983700219564353	3.0475272834960023	0.3	27	2	7	0	0	0	2	1	3	6	2	7	6	0	0	0	3	2.5952400000000004	102.95850000000006	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	2	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTX015	12.99935379854166	12.99935379854166	0.08637918696285118	-0.5386118459729576	0.36674960405258966	492.0040000000002	469.82800000000026	491.118273624	172	0	0.22650520864232565	-0.5079643157925577	0.5079643157925577	0.22650520864232565	1.088235294117647	1.7941176470588236	2.5	35.49569240225725	9.994483940350717	2.3195104967456754	-2.129900457528772	2.3925402601241377	-2.1692621364939386	7.1473760062831	-0.1161175033935499	3.28133511773486	1.609537766765938	1421.014630590575	23.982398705266426	18.83378823532993	20.40621376227611	16.312570843487293	10.768012371941209	11.962473425878164	8.203795084923284	9.843425777389974	5.886949567979882	7.331345815615637	4.064904942137662	5.4048302655515155	-3.489999999999999	60112851.82557931	22.309544746205127	8.699205846690393	3.9928735115277347	205.32290084184456	10.423315998847038	22.61683913711966	5.824404497999927	5.907179729351506	0.0	0.0	14.354041564498846	0.0	0.0	21.534149494536813	23.733674027155736	62.73286550153853	26.71406976552018	12.132506625696712	9.901064578912528	40.24397677497302	0.0	14.76446326439343	4.992404732635669	33.23387405114585	5.316788604006331	86.76988052622636	0.0	10.750593809971772	5.316788604006331	5.687386274683562	5.749511833283905	22.937725768167255	31.489855391356343	4.794537184071822	20.771211599071872	45.67897311686612	53.523341280328545	5.022633313741326	5.001081976687867	0.0	92.4	6.041840829147961	9.901064578912528	0.0	18.07751318556142	16.534424086424817	33.227525952549485	17.00988133062452	23.469520014857956	35.75630512132842	29.361626619989654	16.593344622868184	2.0187697326745546	7.820195197901582	19.28588752751466	22.770648693821304	4.492240114966938	1.3041044707982403	13.407406605988925	0.08637918696285118	6.0921462471487215	0.0	0.2	34	2	7	0	1	1	2	2	4	7	2	9	4	0	0	0	5	5.533960000000005	134.63249999999988	0	0	0	0	0	3	0	1	0	0	1	1	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	2	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
